date,mental health,depression,mentally ill,mental illness,unwell,not well,struggle,self harm,suicidal,i hate myself,anymore,help me,cutting,pain,kill me,anxiety,social anxiety,worse,unmotivated,lost,trauma,unwanted,bpd,ptsd,suicide,vulnerable,lonely,sad,miserable,low,hopeless,aching,always,never,down,stressed,helpless,worthless,insecure,stuck,hurting,numb,intrusive,don't know why,crying,nothing matters,empty,overwhelmed,hurt,tired,grippy socks,stressy depressy,suey,kms,kill myself,unalive,unaliving,crippling
2005-01-01,61,90,76,72,59,13,24,47,37,93,9,58,54,45,21,43,72,32,31,31,40,63,17,24,20,10,62,27,32,78,30,48,38,46,67,7,43,50,10,31,15,81,17,0,34,48,62,8,16,34,0,0,62,31,49,0,0,12
2005-02-01,70,98,94,77,63,13,28,56,45,100,9,58,58,46,24,43,64,28,36,32,48,59,17,24,25,11,73,26,47,75,29,54,39,47,67,8,40,51,10,29,16,72,19,0,36,46,64,8,18,33,0,0,61,34,52,0,0,14
2005-03-01,68,98,87,80,60,13,29,52,43,90,9,57,57,44,20,41,57,26,46,34,41,55,16,24,28,10,77,26,36,72,29,49,38,45,68,8,42,53,9,27,16,68,16,0,33,46,62,9,18,33,0,0,65,34,48,0,0,11
2005-04-01,66,100,92,81,62,14,33,55,43,84,9,60,56,47,21,46,63,27,48,38,45,57,18,26,22,11,96,27,39,77,29,52,40,47,74,9,41,50,9,26,17,55,18,0,36,52,60,9,19,33,0,0,68,37,51,0,0,11
2005-05-01,64,97,77,78,60,15,38,56,39,75,9,61,58,44,22,41,56,27,37,40,41,53,16,26,21,10,100,27,27,76,28,52,39,53,85,8,46,45,10,28,16,51,20,0,38,48,63,8,18,32,0,0,76,38,53,0,0,15
2005-06-01,61,74,66,66,53,13,35,48,38,71,9,54,57,44,24,39,59,24,34,35,40,56,18,24,18,9,100,27,26,70,31,49,38,49,80,7,41,48,10,29,13,47,12,0,35,48,58,7,18,32,0,0,78,36,45,0,0,12
2005-07-01,58,73,66,60,52,13,26,42,35,72,10,55,52,44,22,40,55,28,28,34,40,53,19,21,19,9,87,26,24,73,30,57,38,47,76,6,41,46,10,31,16,59,10,0,34,52,60,9,19,32,51,0,76,35,46,0,0,10
2005-08-01,58,71,64,59,52,14,24,36,33,84,9,54,52,41,21,40,59,41,27,46,41,54,18,22,18,11,78,25,39,69,29,54,42,48,72,6,41,48,9,31,15,48,11,0,37,50,58,8,19,32,0,0,74,37,49,0,0,13
2005-09-01,62,75,63,64,43,13,25,41,36,83,9,59,48,43,23,42,58,51,41,55,43,51,18,23,20,11,61,26,87,63,27,46,39,48,74,7,41,46,10,31,15,42,14,0,33,46,63,11,20,34,0,0,79,37,56,0,0,15
2005-10-01,63,94,72,78,45,16,31,42,42,76,10,56,54,44,23,42,60,40,35,56,45,49,19,26,22,10,56,28,62,64,31,49,41,48,76,8,38,47,10,30,16,42,16,0,36,55,62,10,21,31,0,0,76,42,53,0,0,10
2005-11-01,61,94,75,79,40,16,38,47,44,83,9,55,57,45,22,43,61,37,36,52,42,48,18,27,23,12,56,29,52,64,31,49,44,49,76,9,43,53,10,33,17,42,16,0,38,66,60,9,26,35,0,0,75,37,53,0,0,12
2005-12-01,51,84,64,61,43,16,37,38,38,76,9,55,53,43,24,37,54,33,37,51,35,51,17,21,21,8,57,30,76,61,29,49,42,51,78,8,43,50,9,34,15,44,15,0,37,82,58,10,24,34,0,0,81,33,50,0,0,11
2006-01-01,58,90,58,60,42,15,38,44,36,60,9,52,53,48,22,41,57,34,35,59,38,55,17,21,20,9,58,30,76,67,28,50,41,49,72,7,38,49,9,33,15,39,14,0,37,70,59,9,25,33,0,0,83,36,48,0,0,7
2006-02-01,59,91,66,64,45,16,35,47,35,70,9,55,54,42,21,41,62,29,42,53,40,47,16,22,20,10,53,30,94,66,27,50,41,48,69,8,41,53,9,30,15,41,17,0,36,63,57,10,24,36,0,0,73,36,46,0,0,17
2006-03-01,61,94,70,70,43,15,36,52,36,62,8,57,55,44,21,41,53,31,52,54,42,46,16,23,20,11,52,29,93,65,25,47,41,47,68,7,33,53,10,31,16,40,15,0,39,61,56,7,25,35,0,0,74,41,46,0,0,14
2006-04-01,58,90,71,70,45,16,38,42,36,66,9,61,50,44,22,41,54,30,37,58,39,48,16,25,21,11,53,28,58,63,28,50,40,51,67,8,36,49,9,30,16,42,16,0,35,61,55,8,22,32,0,0,73,38,47,0,0,12
2006-05-01,58,88,66,64,40,15,38,45,36,62,11,54,55,46,24,38,49,30,41,78,44,45,17,23,19,12,54,29,46,65,25,46,43,55,68,8,34,41,8,29,16,39,17,0,36,60,55,9,22,32,0,0,72,42,53,0,0,10
2006-06-01,55,66,52,53,48,14,36,37,33,60,10,50,53,42,23,36,45,31,29,46,41,47,18,20,18,11,50,28,32,59,24,48,43,51,69,6,30,40,9,29,15,42,11,0,37,66,54,8,22,30,0,0,68,37,37,0,0,13
2006-07-01,52,60,52,46,44,14,28,30,33,61,12,49,49,43,23,36,43,30,38,47,38,51,17,19,18,11,53,28,19,70,24,52,42,48,66,6,29,44,8,31,15,49,11,0,38,62,55,8,22,30,0,0,65,39,46,0,0,12
2006-08-01,53,63,46,46,42,14,27,28,30,57,13,44,47,44,23,36,48,31,26,47,39,51,18,19,16,11,53,26,39,70,25,50,41,45,64,6,29,44,8,31,16,52,11,0,35,65,55,10,22,30,0,0,65,40,38,0,0,9
2006-09-01,58,71,60,57,38,14,32,32,29,52,13,52,52,44,24,40,45,31,36,53,42,46,16,19,19,11,49,26,53,69,20,49,39,47,66,7,29,39,8,29,16,54,11,0,37,63,56,11,30,28,0,0,66,44,52,0,0,13
2006-10-01,61,79,60,62,38,14,36,31,33,60,12,49,51,44,23,40,47,32,35,68,43,47,18,22,19,12,46,29,46,68,21,46,39,48,65,7,31,41,9,30,16,48,20,0,38,60,58,10,39,28,0,0,68,48,49,0,0,12
2006-11-01,54,78,60,59,30,14,39,43,32,57,11,47,51,44,25,35,45,32,39,54,42,44,17,23,17,12,44,28,100,60,19,49,40,48,61,7,31,40,8,33,15,47,17,0,38,57,55,10,49,30,0,0,61,42,49,17,0,8
2006-12-01,42,67,46,50,35,13,39,28,32,52,11,46,46,42,23,32,41,33,36,42,39,41,16,20,17,10,46,27,77,56,22,45,38,51,65,7,28,37,9,32,16,51,13,0,36,62,51,9,44,26,0,0,61,48,39,28,0,10
2007-01-01,53,72,53,50,36,13,37,31,31,48,10,47,46,45,24,37,44,42,37,45,39,46,19,20,15,11,48,26,56,68,21,49,38,46,60,6,29,38,8,33,16,49,15,0,36,58,54,9,40,31,0,0,62,57,38,31,0,10
2007-02-01,54,72,53,53,33,15,43,33,32,50,10,47,47,44,23,36,42,32,48,60,40,47,18,21,17,13,47,27,19,59,20,48,39,50,60,7,29,39,9,31,16,51,16,0,35,53,56,9,35,29,0,0,61,53,38,37,0,10
2007-03-01,54,73,56,55,30,13,49,37,34,40,10,50,47,44,21,38,45,37,34,57,41,44,18,23,18,12,46,26,14,61,19,43,40,51,60,7,31,39,8,31,16,49,16,0,38,52,55,10,31,31,0,0,62,48,41,29,0,11
2007-04-01,55,71,58,59,34,16,42,31,41,48,11,45,50,46,21,37,46,38,31,55,41,44,17,24,17,17,46,27,16,65,22,53,39,52,61,7,30,46,8,32,17,51,14,0,37,55,59,9,29,33,0,0,59,46,42,42,0,12
2007-05-01,52,68,52,57,33,15,49,33,61,46,11,48,47,45,22,34,43,36,33,71,40,48,18,23,16,24,46,29,11,59,19,46,38,58,60,7,40,39,8,31,16,54,16,0,36,53,54,9,25,34,0,0,61,48,45,20,0,9
2007-06-01,48,57,47,46,35,15,50,28,100,47,11,47,48,44,26,32,40,34,28,43,39,45,18,21,15,18,48,27,9,60,18,44,39,57,62,6,35,39,9,31,16,56,11,0,38,57,63,10,28,32,0,0,62,43,44,20,0,9
2007-07-01,50,53,44,43,37,15,42,26,77,47,11,47,48,45,30,33,41,38,19,42,39,47,17,21,14,15,47,27,9,64,19,48,40,54,65,6,32,38,9,32,17,54,11,0,34,66,58,9,25,33,0,0,61,42,41,23,0,11
2007-08-01,46,51,48,47,35,15,40,24,61,41,10,50,46,45,26,33,40,36,31,40,45,46,17,20,17,13,47,26,9,62,19,51,35,52,62,7,32,41,8,34,16,52,11,0,36,59,54,11,25,37,0,0,58,41,40,0,0,11
2007-09-01,48,59,45,48,37,14,52,26,52,43,10,50,46,45,37,37,43,31,34,37,39,42,16,20,16,14,44,27,10,60,21,47,40,49,62,7,30,35,8,32,17,50,14,0,37,57,55,11,25,42,0,0,63,41,40,15,0,13
2007-10-01,55,67,55,55,41,16,61,29,44,41,10,51,49,46,44,38,44,33,45,37,41,42,19,21,16,16,43,29,10,63,21,47,44,53,62,8,31,39,8,30,18,50,17,0,41,54,66,13,27,46,0,0,63,45,39,0,0,9
2007-11-01,50,74,57,55,37,16,80,28,41,40,10,56,47,47,32,35,41,30,38,35,38,50,18,22,17,15,39,30,9,61,26,45,44,51,66,8,41,38,8,31,18,49,16,0,38,53,65,11,25,46,0,0,57,40,40,14,0,11
2007-12-01,40,58,45,43,38,15,100,25,42,43,10,53,46,51,34,30,38,32,34,37,35,47,17,21,16,13,43,30,10,60,24,44,42,54,61,7,52,41,7,37,19,51,14,0,42,59,61,11,25,39,0,0,63,38,45,0,0,10
2008-01-01,48,66,44,46,37,16,81,25,37,41,10,59,46,49,26,36,43,32,38,48,39,50,19,22,16,13,43,30,10,69,20,51,40,53,64,7,60,38,8,34,19,50,16,0,53,52,58,11,27,36,0,0,61,40,44,0,0,10
2008-02-01,51,68,53,49,40,15,90,28,34,40,10,57,48,48,28,36,42,29,39,77,38,46,18,22,18,15,41,32,11,71,23,49,40,55,64,8,59,43,8,35,21,52,17,0,46,52,60,11,28,39,0,0,59,40,45,0,0,11
2008-03-01,48,69,54,53,35,16,87,29,34,57,11,56,53,48,25,35,41,34,39,68,38,47,18,21,17,14,43,29,11,75,22,58,43,63,66,8,59,41,8,41,21,57,15,0,45,55,61,11,26,40,0,0,60,43,48,0,0,11
2008-04-01,51,71,60,56,35,17,80,27,36,40,11,56,50,48,26,37,43,30,43,50,39,44,20,23,17,14,41,28,9,70,20,64,45,60,68,8,46,40,8,34,21,53,16,0,42,52,58,11,28,40,0,0,58,42,42,0,0,12
2008-05-01,46,60,49,53,33,16,81,27,37,38,11,54,49,47,26,33,38,29,34,63,38,45,18,23,15,14,39,29,9,67,21,59,44,54,62,8,45,40,8,34,21,57,14,0,42,53,57,11,26,41,0,0,62,44,46,0,0,13
2008-06-01,46,52,40,45,33,16,68,23,31,41,11,57,49,46,27,32,39,28,31,45,36,45,19,21,14,14,40,29,9,67,19,57,46,60,64,7,42,38,11,35,20,58,13,0,43,60,55,10,28,43,0,0,58,44,42,0,0,12
2008-07-01,45,47,41,39,31,17,56,21,31,44,11,58,47,47,25,33,37,31,26,39,37,45,20,20,14,14,40,28,9,68,20,57,47,61,66,6,39,37,12,39,20,53,11,0,38,56,56,10,26,43,0,0,58,41,41,0,0,12
2008-08-01,44,50,37,42,32,16,51,20,30,41,12,59,49,48,26,34,41,38,37,39,36,43,19,18,14,15,41,30,8,67,20,58,46,69,68,6,39,40,11,37,20,55,11,0,39,60,55,11,28,41,0,0,61,41,46,0,0,13
2008-09-01,46,68,43,49,32,17,56,22,32,41,13,53,47,47,22,34,45,34,40,36,37,41,19,20,16,15,37,30,8,62,20,54,49,61,62,8,38,37,10,36,21,51,15,0,38,69,54,13,27,39,0,0,55,45,45,10,0,13
2008-10-01,49,79,49,47,31,16,66,27,33,41,12,55,48,46,20,34,43,28,49,34,38,45,19,21,17,15,35,32,8,60,22,50,50,60,65,8,42,41,11,35,23,53,17,0,42,69,54,14,29,37,0,0,62,49,40,0,0,15
2008-11-01,46,71,49,50,30,17,71,27,33,43,13,53,48,46,23,34,46,26,43,32,38,41,19,22,19,15,36,32,8,57,22,50,54,70,65,8,40,43,10,37,28,54,16,0,42,65,54,14,29,39,0,0,62,40,44,0,0,25
2008-12-01,38,64,44,42,29,17,83,21,30,47,12,53,45,45,24,33,40,25,37,35,33,42,19,21,18,14,40,32,8,54,21,50,56,62,63,8,38,38,13,42,22,54,15,0,41,70,53,12,28,38,0,0,65,35,41,0,0,20
2009-01-01,44,65,40,40,30,18,75,23,33,42,13,59,46,49,23,33,41,27,49,56,37,46,20,20,16,13,40,31,11,63,22,54,51,61,68,8,37,39,12,40,24,55,17,0,42,71,53,15,31,40,0,0,75,40,41,0,0,14
2009-02-01,46,74,48,49,42,18,74,23,29,45,14,64,46,48,22,35,43,27,40,61,37,45,21,22,16,14,47,33,9,65,23,55,49,64,68,8,36,47,13,40,24,52,18,0,41,70,60,15,32,45,0,0,65,41,43,0,0,18
2009-03-01,48,73,49,51,41,19,76,29,31,44,14,79,48,49,22,36,42,27,53,56,39,43,20,26,16,14,46,32,7,63,21,54,52,60,72,9,32,44,12,39,24,57,17,0,40,69,58,14,30,46,0,0,66,47,39,0,0,15
2009-04-01,46,67,51,47,40,19,76,26,37,45,15,65,47,50,22,36,44,26,42,52,38,42,19,26,17,14,44,33,9,63,20,57,52,63,70,9,33,44,12,39,23,55,16,0,40,80,58,14,31,45,0,0,63,47,43,0,0,15
2009-05-01,43,62,44,46,37,18,72,26,39,47,16,62,49,48,23,36,46,27,40,58,36,41,20,21,16,14,44,35,7,64,22,57,58,63,71,8,37,42,13,41,24,56,16,0,44,85,58,14,31,45,0,0,65,48,47,0,0,13
2009-06-01,44,50,36,39,34,19,69,27,38,43,16,58,47,48,22,32,43,25,39,40,34,40,19,19,15,13,44,35,7,66,22,54,53,62,73,7,39,42,11,41,24,55,13,0,41,89,58,13,33,46,0,0,62,47,42,0,0,11
2009-07-01,41,52,39,36,35,18,58,20,33,42,16,57,46,47,22,35,42,25,36,38,33,41,20,19,14,12,41,35,7,69,22,72,55,64,73,6,34,39,12,42,26,54,12,0,46,83,55,13,40,44,0,0,58,47,40,0,0,15
2009-08-01,42,50,41,39,38,18,54,21,34,44,15,60,48,51,23,36,44,27,37,40,33,45,20,18,13,13,42,35,7,65,24,62,57,67,76,7,37,42,11,46,26,57,12,0,49,85,55,15,41,47,0,0,64,55,45,0,0,14
2009-09-01,45,52,48,45,33,19,54,23,35,42,15,57,47,50,22,37,46,29,41,38,42,41,20,20,15,14,38,35,6,69,22,54,61,64,73,8,41,38,12,43,27,53,16,0,47,85,57,17,36,44,0,0,61,58,41,0,0,13
2009-10-01,46,62,50,52,34,20,59,24,39,43,16,56,48,52,21,38,46,29,46,38,46,40,21,25,15,14,44,39,7,64,25,53,61,62,76,9,35,39,12,45,27,51,20,0,46,93,60,17,35,47,0,0,70,59,40,0,0,16
2009-11-01,44,69,52,52,33,19,66,26,41,47,16,61,48,51,23,37,47,29,41,35,45,38,21,28,15,14,44,40,7,66,22,52,58,64,75,9,37,41,11,43,25,52,20,0,48,96,58,16,36,49,0,0,62,55,46,0,0,15
2009-12-01,36,56,42,42,30,19,71,21,41,42,15,55,45,48,22,34,43,26,42,34,36,40,19,22,13,13,46,40,7,56,24,52,57,61,76,8,35,43,11,47,24,53,15,0,53,100,53,16,38,43,0,0,63,47,44,0,0,13
2010-01-01,42,59,42,41,31,19,59,22,42,46,16,58,45,50,22,36,43,28,43,43,40,41,18,22,14,13,47,39,6,66,25,53,56,65,74,8,34,44,11,46,26,52,16,0,46,98,58,16,53,45,0,0,65,50,43,0,0,15
2010-02-01,44,63,51,50,31,19,60,25,44,46,16,57,47,50,23,38,46,29,51,69,40,39,19,24,15,14,43,41,8,68,25,56,56,63,72,9,32,45,12,45,25,50,19,0,51,96,59,17,62,47,0,0,70,51,41,0,0,12
2010-03-01,45,64,53,54,33,21,57,30,47,49,17,59,51,52,25,38,44,29,49,58,44,43,19,24,16,15,46,42,6,69,25,63,57,67,72,9,32,46,12,48,30,50,19,0,48,93,60,18,100,50,0,0,65,53,43,0,0,14
2010-04-01,45,62,52,53,31,22,53,25,48,49,18,59,49,52,27,38,45,30,49,59,43,42,21,28,17,14,48,41,7,66,25,53,60,70,75,10,35,45,13,48,31,51,19,0,50,92,59,18,48,51,0,0,65,56,50,0,0,16
2010-05-01,43,60,49,45,32,23,55,26,44,52,17,65,49,50,26,36,45,30,47,100,44,44,21,27,15,14,44,42,7,62,24,55,63,73,74,9,36,43,12,53,29,54,16,0,49,97,56,17,44,50,0,0,66,60,43,0,0,16
2010-06-01,41,50,39,38,34,21,51,23,40,45,16,57,48,53,29,36,43,28,40,43,37,40,19,23,13,14,47,45,7,61,24,56,58,81,71,8,34,44,12,48,30,52,15,0,48,92,55,16,42,49,0,0,60,63,40,0,0,16
2010-07-01,40,50,37,37,34,21,39,23,39,47,17,59,49,55,29,38,44,30,39,36,36,48,20,26,14,13,44,42,6,69,26,59,59,86,70,8,32,43,13,53,37,56,13,0,48,81,53,16,44,61,0,0,62,59,46,0,0,14
2010-08-01,40,50,37,37,36,20,40,21,37,48,17,60,48,55,27,38,47,29,35,37,36,48,19,25,14,14,43,40,6,67,26,60,62,84,76,8,32,42,13,63,38,59,14,0,45,82,57,18,45,58,0,0,69,63,48,0,0,13
2010-09-01,40,56,43,44,34,20,42,23,41,43,16,56,47,55,27,39,43,31,51,33,35,43,23,27,16,14,40,43,6,61,24,61,64,83,74,10,32,42,13,57,33,58,19,0,46,87,54,19,43,53,0,0,64,64,44,0,0,13
2010-10-01,42,60,47,48,33,20,46,25,41,45,16,59,49,54,27,40,46,30,45,33,38,45,19,29,18,16,42,43,6,58,23,52,65,86,77,9,33,44,16,57,36,59,20,0,46,87,58,21,44,55,0,0,66,61,50,0,0,14
2010-11-01,40,60,48,50,32,18,51,27,38,48,17,56,50,53,28,39,43,30,49,30,37,43,20,30,15,16,39,42,6,57,24,52,65,80,74,9,33,45,14,59,35,57,22,0,46,83,58,19,44,52,0,63,64,62,49,0,0,14
2010-12-01,32,50,39,40,31,22,52,24,35,48,17,53,47,54,27,36,45,30,39,29,31,45,20,26,14,12,48,45,7,56,23,56,62,79,76,8,34,45,14,59,37,60,18,0,48,87,55,19,42,51,0,0,65,57,48,0,0,12
2011-01-01,39,59,43,47,33,24,46,28,36,50,18,60,48,55,31,39,43,31,51,34,37,47,20,26,14,14,49,44,7,62,25,63,60,83,78,9,32,46,13,60,37,59,19,0,52,83,56,20,46,54,0,0,71,65,52,0,0,13
2011-02-01,41,55,45,48,32,23,47,30,40,49,18,60,48,55,28,41,46,34,45,29,37,42,22,29,14,16,49,46,8,65,27,59,61,100,75,9,32,48,13,53,37,58,21,0,49,87,59,19,44,57,0,0,69,63,45,0,0,13
2011-03-01,43,60,50,51,33,23,47,31,42,46,17,59,50,55,27,43,45,36,48,29,38,47,21,37,14,17,44,47,8,66,24,61,57,93,76,10,31,51,13,53,39,58,21,0,49,78,62,20,44,56,0,0,64,68,46,0,0,16
