date,mental health,depression,mentally ill,mental illness,unwell,not well,struggle,self harm,suicidal,i hate myself,anymore,help me,cutting,pain,kill me,anxiety,social anxiety,worse,unmotivated,lost,trauma,unwanted,bpd,ptsd,suicide,vulnerable,lonely,sad,miserable,low,hopeless,aching,always,never,down,stressed,helpless,worthless,insecure,stuck,hurting,numb,intrusive,don't know why,crying,nothing matters,empty,overwhelmed,hurt,tired,grippy socks,stressy depressy,suey,kms,kill myself,unalive,unaliving,crippling
2017-09-01,47,62,42,68,30,40,32,54,49,41,46,83,74,83,37,72,69,53,61,25,42,68,39,53,18,25,29,81,6,71,31,87,74,63,70,27,47,55,85,70,74,62,35,82,83,33,77,45,57,86,13,0,60,82,80,0,0,45
2017-10-01,62,70,65,90,31,45,33,60,55,37,44,82,72,82,32,84,73,54,70,26,55,69,41,54,18,26,28,82,6,74,34,89,73,63,72,27,49,59,43,73,75,62,43,77,85,35,85,46,61,86,13,24,60,77,86,0,0,47
2017-11-01,53,72,62,85,31,44,33,63,55,36,42,79,74,79,32,77,74,52,77,25,52,70,40,59,18,25,27,78,6,69,33,89,74,61,74,28,49,59,34,72,73,60,43,74,82,36,79,45,58,81,16,0,62,77,86,0,0,48
2017-12-01,42,62,42,74,31,39,35,53,52,42,41,76,76,82,34,74,71,52,61,25,47,70,41,52,18,22,33,83,6,67,32,92,73,66,71,25,45,55,35,77,73,59,36,75,84,40,76,40,61,77,16,0,58,75,93,0,0,49
2018-01-01,50,68,44,72,32,39,32,58,51,33,43,77,73,84,35,77,69,56,67,25,50,69,39,49,24,24,28,79,6,81,32,95,72,67,76,25,43,59,36,78,77,58,38,69,82,33,79,42,56,83,17,0,60,78,88,2,0,50
2018-02-01,58,71,100,99,35,45,32,58,50,38,43,75,79,87,34,82,74,61,74,25,60,70,42,55,17,24,27,86,6,79,32,94,74,68,72,28,44,59,33,73,77,61,45,72,89,36,82,45,62,87,14,0,61,79,84,0,0,43
2018-03-01,55,75,59,87,35,44,32,59,56,37,42,80,82,88,33,79,74,55,67,24,52,70,43,57,16,24,27,88,6,80,32,92,73,71,68,26,50,62,35,72,74,65,43,76,84,34,81,44,61,91,17,0,60,79,82,0,0,44
2018-04-01,55,69,54,86,32,44,33,55,52,38,40,72,80,87,32,80,76,53,72,31,53,69,46,55,17,26,27,85,6,79,33,91,72,74,68,26,43,59,31,73,73,62,40,73,87,33,77,44,60,90,11,0,58,80,78,0,0,46
2018-05-01,58,65,50,82,29,42,32,61,55,36,39,71,83,89,62,79,69,53,66,27,48,71,45,56,17,24,27,84,6,77,44,87,68,65,68,25,44,57,33,71,78,62,36,69,81,31,80,43,59,89,11,0,52,85,88,0,0,45
2018-06-01,52,63,41,78,33,38,29,57,62,36,41,73,81,85,39,75,61,53,61,25,47,71,48,52,22,22,25,98,6,76,35,87,70,65,64,22,45,53,35,71,77,63,35,67,89,32,73,42,57,88,11,56,51,82,76,2,0,37
2018-07-01,48,57,37,64,33,38,27,54,51,36,41,75,81,85,37,75,66,50,60,25,42,70,46,52,16,21,26,100,6,77,42,91,68,64,65,22,42,50,39,79,76,69,33,71,84,31,76,41,61,83,10,36,57,80,75,2,0,34
2018-08-01,50,56,37,66,34,38,31,56,55,35,39,75,83,87,37,81,67,52,59,25,45,69,45,53,16,22,25,96,6,75,45,88,69,62,64,23,42,54,68,71,74,62,32,69,81,34,76,43,58,87,13,47,56,79,79,2,0,35
2018-09-01,56,64,40,79,34,43,32,53,57,36,40,71,82,87,34,88,68,54,73,24,47,72,45,56,17,26,24,91,6,73,44,86,77,66,67,26,42,54,74,68,71,60,41,74,83,33,72,48,61,85,13,53,60,83,78,3,0,37
2018-10-01,72,70,48,96,35,45,31,54,53,34,39,74,84,84,30,86,73,54,71,23,51,70,47,60,17,25,25,90,6,71,40,87,77,63,68,27,44,54,48,68,68,60,44,67,81,32,78,47,60,97,13,35,57,82,80,0,0,39
2018-11-01,60,71,45,88,41,43,30,58,53,35,42,72,82,81,33,84,71,53,73,24,46,70,48,64,15,25,24,91,6,72,41,86,76,66,69,24,45,56,32,69,73,61,45,72,83,34,81,45,59,79,18,67,59,81,88,3,0,41
2018-12-01,49,67,39,73,37,39,30,51,53,37,40,71,81,85,33,82,66,57,57,24,41,70,53,54,15,23,28,88,7,71,42,91,71,66,71,23,40,57,33,73,71,60,39,75,79,34,75,43,64,79,20,69,58,76,86,3,0,40
2019-01-01,59,68,39,71,33,42,33,53,54,36,40,75,84,85,30,86,68,58,69,25,45,71,51,55,15,25,26,81,7,80,47,92,72,66,74,24,41,56,33,71,79,64,38,66,80,33,77,44,63,83,19,64,59,82,75,2,0,40
2019-02-01,61,74,42,79,36,47,33,61,51,36,40,74,82,87,29,86,72,57,75,24,50,71,52,62,17,26,25,82,7,78,44,93,78,71,69,25,41,59,32,70,74,62,45,70,79,33,81,45,61,90,15,48,60,78,81,2,0,43
2019-03-01,62,71,51,81,36,44,31,57,56,35,37,76,86,87,31,100,71,56,72,24,52,81,49,60,16,26,25,87,6,78,40,92,77,63,73,25,42,58,31,67,76,63,46,75,79,31,79,46,61,97,14,25,59,81,81,0,0,39
2019-04-01,62,66,42,79,33,42,30,54,49,33,38,73,88,90,34,86,70,56,73,23,49,88,49,68,14,25,22,81,6,79,37,91,74,59,65,24,37,56,31,65,73,60,41,68,79,29,81,44,62,95,12,30,55,77,71,0,0,39
2019-05-01,65,67,39,76,34,44,29,52,48,31,37,73,84,88,35,85,66,54,70,24,48,79,52,62,14,26,23,76,6,75,39,87,73,61,65,23,36,55,32,66,72,59,38,63,79,33,78,45,58,94,11,33,55,79,79,2,0,39
2019-06-01,57,58,36,65,36,41,29,51,47,32,40,75,84,93,31,82,64,53,64,23,46,71,49,64,13,24,24,79,6,81,37,88,85,64,69,22,35,55,30,70,73,61,36,65,79,33,79,44,64,91,10,28,53,78,83,0,0,36
2019-07-01,54,58,34,54,35,41,33,46,45,34,39,75,83,89,31,81,62,52,58,24,46,80,53,59,13,23,23,76,5,73,39,88,68,64,70,20,35,52,30,70,76,61,35,63,80,34,78,43,60,92,9,0,52,83,75,0,0,34
2019-08-01,55,56,49,70,36,40,34,46,48,35,38,74,80,84,33,87,66,53,60,27,47,72,51,56,15,24,23,77,6,76,34,87,71,61,64,22,38,55,28,70,74,63,34,66,79,35,76,46,60,89,11,38,56,78,79,0,0,34
2019-09-01,66,66,48,75,36,47,33,46,52,35,37,78,82,85,32,88,72,54,68,24,52,73,50,60,17,28,22,70,6,75,34,88,78,61,66,23,36,60,30,69,76,58,39,65,79,31,81,51,61,87,18,38,55,84,86,0,0,39
2019-10-01,83,70,54,96,39,48,33,49,52,33,38,73,79,89,30,88,75,55,75,23,52,66,50,66,17,27,24,71,7,73,32,91,75,61,69,25,35,56,30,69,73,58,45,65,82,30,82,49,61,84,17,34,54,81,93,2,0,37
2019-11-01,66,71,42,85,38,47,31,52,52,33,38,80,80,89,28,87,83,60,70,24,53,66,53,65,14,28,22,75,7,73,32,87,75,61,67,23,37,55,31,71,83,58,43,68,81,30,76,48,62,83,22,39,60,79,91,0,0,39
2019-12-01,54,62,39,75,39,40,28,47,69,34,37,70,77,89,29,82,68,57,58,26,47,71,51,64,13,24,24,73,7,72,30,93,71,61,67,22,34,53,34,73,77,61,38,74,79,33,72,45,60,80,22,35,58,75,85,0,0,35
2020-01-01,65,65,43,78,39,43,32,52,77,32,37,74,74,93,28,91,75,62,71,26,52,75,54,70,14,32,22,70,7,82,33,100,73,65,70,23,36,53,36,71,83,61,45,95,83,30,80,48,64,88,20,100,60,80,77,0,0,37
2020-02-01,68,72,42,81,46,50,33,57,75,34,37,77,75,88,29,88,76,65,78,23,57,71,54,69,16,29,23,74,7,76,32,91,78,62,65,24,36,56,35,66,83,61,49,87,84,31,82,50,65,86,14,78,55,83,84,2,0,38
2020-03-01,63,68,34,65,56,50,30,50,65,30,36,77,73,89,34,89,60,100,60,25,45,70,47,68,13,100,22,77,6,68,34,94,73,65,100,23,41,56,38,81,75,55,42,77,89,31,92,62,63,80,9,50,48,71,72,2,0,36
2020-04-01,61,73,39,71,46,58,33,50,59,33,39,81,87,100,38,89,55,77,89,26,48,74,53,68,13,81,23,72,7,75,38,94,88,82,84,24,42,64,82,86,86,64,49,86,89,35,95,65,67,85,8,31,59,69,79,2,0,41
2020-05-01,69,67,42,75,45,60,37,55,55,36,39,77,100,93,37,85,63,65,90,26,51,70,58,69,13,59,22,71,7,81,37,90,86,81,80,24,43,68,86,100,86,66,52,83,88,33,88,59,68,88,10,43,68,90,82,3,0,35
2020-06-01,62,68,40,72,47,53,33,52,59,34,38,79,88,88,34,88,69,63,76,25,52,67,56,67,18,47,21,71,6,81,35,88,79,69,79,23,40,64,100,86,81,63,47,88,87,33,91,59,67,89,10,36,63,74,78,2,0,44
2020-07-01,63,61,42,70,65,53,31,54,58,36,39,80,92,91,33,90,71,66,75,25,51,72,62,68,14,37,22,71,6,82,37,90,76,70,76,23,75,67,61,90,84,65,49,77,93,31,92,66,71,90,12,37,60,77,81,2,0,36
2020-08-01,62,62,36,67,100,49,32,59,52,31,36,100,87,92,32,90,71,62,76,26,52,71,58,64,15,34,20,69,6,83,33,85,79,64,74,22,55,59,57,86,81,65,48,75,88,30,82,84,68,91,10,29,57,79,82,2,0,36
2020-09-01,72,64,39,82,66,68,38,58,59,32,37,90,89,88,37,96,78,65,91,25,55,75,60,68,17,40,21,73,6,83,37,84,90,72,70,26,48,59,60,80,78,60,65,79,90,28,87,100,65,92,14,45,62,81,82,4,0,39
2020-10-01,84,62,39,80,56,66,38,56,53,34,35,79,82,87,32,91,68,60,88,22,53,74,58,63,13,40,24,70,6,75,39,88,83,65,71,25,41,58,59,72,77,57,63,72,89,28,86,79,65,88,17,31,60,80,76,4,0,36
2020-11-01,65,60,43,79,55,59,32,54,50,37,32,74,80,83,31,87,65,61,84,22,48,67,63,61,12,44,24,69,6,70,41,85,80,61,76,24,39,54,49,73,74,57,58,68,87,26,77,74,60,84,21,50,59,80,76,7,0,34
2020-12-01,54,56,38,70,52,56,32,54,50,30,35,79,83,87,32,83,63,61,81,22,47,72,67,62,12,34,22,68,6,71,40,88,84,63,71,22,35,53,52,85,73,58,55,70,83,28,75,72,63,78,25,38,62,75,76,7,0,32
2021-01-01,61,58,38,67,59,54,32,53,51,33,35,79,79,85,29,86,64,66,88,23,49,73,69,66,13,46,21,67,6,80,36,89,79,66,75,24,36,54,57,78,79,61,62,69,94,27,80,72,67,86,20,27,63,75,74,6,4,36
2021-02-01,70,63,40,76,60,63,33,63,54,36,36,78,82,93,30,92,71,64,96,22,55,75,70,66,13,43,20,73,6,84,36,87,88,64,70,26,36,58,50,80,78,60,62,73,86,25,81,72,65,91,23,34,62,79,76,8,0,37
2021-03-01,70,62,38,75,62,68,38,80,54,33,38,84,78,88,30,90,73,61,93,23,57,82,72,71,14,40,19,68,6,85,34,88,82,62,72,25,36,54,45,96,88,60,61,78,79,24,81,70,64,91,16,37,62,85,75,8,2,35
2021-04-01,67,57,40,74,58,61,34,74,50,35,37,80,82,92,44,92,76,66,100,22,54,77,76,69,13,37,19,68,6,83,34,91,84,61,66,23,37,63,44,76,81,60,56,75,81,25,83,74,65,94,24,23,59,92,65,14,6,37
2021-05-01,78,59,39,77,64,64,36,69,52,30,39,82,84,93,33,94,81,65,86,24,57,79,84,69,12,35,19,71,6,78,36,87,85,62,69,25,37,59,48,74,86,61,56,77,90,24,83,75,66,92,24,50,57,75,82,18,6,39
2021-06-01,64,57,38,63,56,59,34,66,51,30,38,80,85,87,35,90,74,62,77,24,57,76,79,66,12,33,18,66,6,82,36,88,82,57,67,22,35,54,45,76,83,59,54,73,83,27,81,65,66,93,24,0,52,78,69,25,10,35
2021-07-01,66,50,34,62,53,56,33,61,55,33,37,80,83,95,35,86,67,66,78,25,55,76,79,64,18,32,19,66,6,79,33,89,79,77,66,20,30,49,40,80,92,60,52,71,87,29,85,68,71,94,19,33,57,83,74,27,10,35
2021-08-01,62,51,37,63,56,57,36,57,52,30,37,88,79,89,36,88,69,70,85,24,54,75,78,65,47,31,18,66,8,82,33,90,84,64,63,21,32,49,40,78,89,59,53,72,84,30,83,75,69,94,18,0,57,86,72,23,6,33
2021-09-01,73,55,40,68,55,72,47,62,58,31,36,83,76,84,32,91,79,65,83,24,59,75,78,64,17,35,18,65,6,83,30,86,87,63,65,23,29,51,40,72,85,57,57,72,80,36,82,72,66,90,36,22,54,91,63,23,8,31
2021-10-01,87,57,40,73,62,72,40,60,55,32,38,83,81,87,30,93,77,66,84,24,60,76,84,100,15,36,19,65,6,81,30,84,87,62,95,24,30,51,61,78,89,59,67,72,75,28,84,70,68,93,53,23,55,80,72,32,11,32
2021-11-01,75,58,42,74,59,69,34,63,54,35,36,82,78,83,28,93,73,67,87,23,58,71,80,68,13,34,17,65,6,78,30,81,85,62,66,25,32,50,60,72,86,54,60,74,81,26,76,67,64,86,78,22,51,86,78,31,23,31
2021-12-01,64,52,41,66,60,65,51,66,48,33,37,85,76,88,28,82,69,70,70,26,54,72,79,60,13,34,18,67,6,78,33,88,85,61,69,21,30,46,80,78,88,55,53,73,79,24,82,65,67,86,97,26,55,80,81,44,10,32
2022-01-01,73,57,40,72,62,77,40,61,59,32,41,92,88,87,31,87,74,72,95,32,60,76,81,65,14,40,19,67,8,91,35,88,97,67,73,23,32,55,61,86,89,58,61,84,89,24,99,78,74,88,74,31,61,85,93,62,7,37
2022-02-01,83,62,56,84,58,92,42,65,62,33,41,96,86,87,37,94,86,63,93,77,71,79,79,69,14,43,20,70,8,94,37,79,96,68,76,26,37,60,48,84,85,59,68,85,82,25,99,82,72,95,63,21,60,88,79,100,8,37
2022-03-01,90,64,54,85,60,100,45,69,61,33,41,97,88,86,33,96,90,72,99,49,71,87,84,73,13,45,20,74,7,91,37,81,98,68,81,27,39,75,43,79,84,62,67,93,83,24,100,79,94,99,59,22,58,91,83,94,17,41
2022-04-01,87,68,57,100,53,95,44,66,59,34,40,87,89,88,32,94,100,73,97,38,71,88,93,77,13,41,19,73,7,93,36,73,100,71,76,31,40,82,44,78,89,61,73,93,82,26,97,75,71,96,54,0,55,86,81,59,12,37
2022-05-01,90,66,51,98,52,80,43,69,62,33,40,88,89,84,33,89,95,72,91,34,69,81,93,82,13,38,20,73,7,90,37,83,100,70,73,28,36,63,43,83,89,62,71,83,90,26,96,75,70,94,51,19,54,93,83,50,24,38
2022-06-01,73,56,47,70,55,69,37,59,59,32,39,88,92,87,33,85,79,69,86,30,100,82,84,68,12,33,20,72,7,86,39,83,90,68,72,24,31,59,43,76,92,64,71,85,81,26,93,77,77,98,47,17,54,86,75,51,12,34
2022-07-01,67,52,41,65,56,66,35,56,55,33,40,88,88,86,36,84,77,72,80,29,69,79,85,71,11,31,19,71,7,93,38,84,82,69,72,23,33,56,42,83,91,67,65,80,79,29,93,75,75,97,50,0,56,91,62,49,15,40
2022-08-01,68,50,40,62,50,66,41,54,53,29,36,88,84,88,33,84,80,70,82,28,71,76,84,66,11,33,20,69,7,89,40,84,84,82,65,22,32,100,41,78,88,61,71,81,77,25,92,79,73,92,52,0,53,93,75,50,10,37
2022-09-01,79,56,46,74,57,83,39,58,55,32,38,93,89,79,29,87,88,70,87,27,73,81,86,68,12,37,20,69,8,87,35,80,91,75,76,24,33,90,39,80,88,59,83,83,85,24,100,78,71,93,54,17,56,92,73,50,16,34
2022-10-01,97,58,52,82,58,83,41,60,50,34,36,93,85,85,28,86,85,74,90,26,73,80,87,70,11,35,20,67,7,86,36,80,94,67,73,24,30,72,39,71,85,58,85,85,80,24,97,74,69,91,59,0,55,90,71,52,16,35
2022-11-01,82,55,48,75,53,80,41,56,49,30,35,86,82,82,26,83,77,67,85,26,68,79,91,68,10,37,20,67,7,86,38,78,86,62,69,23,30,68,36,73,84,56,82,83,80,28,93,76,67,86,68,0,51,86,75,52,16,36
2022-12-01,67,56,48,71,55,79,37,55,47,33,37,85,82,89,30,80,74,68,73,27,66,77,100,65,14,32,23,67,7,92,37,80,89,62,70,22,31,68,38,87,88,56,80,84,87,40,85,71,69,84,79,17,52,85,79,53,21,35
2023-01-01,78,61,47,78,55,80,41,75,54,32,39,92,80,88,31,92,77,74,87,27,71,80,96,70,12,33,23,64,7,95,38,80,94,66,75,23,31,70,38,80,91,59,88,81,79,35,96,73,75,89,100,16,55,87,81,75,25,36
2023-02-01,83,63,48,81,54,87,42,70,51,32,38,94,85,89,30,89,82,74,89,26,75,86,96,72,12,37,22,64,7,95,43,85,99,69,79,26,34,75,39,81,93,60,96,88,81,29,97,85,71,97,78,28,55,91,81,62,20,36
2023-03-01,83,63,50,82,53,86,41,68,48,31,37,96,80,92,30,90,85,72,93,27,74,87,89,69,11,39,21,65,7,96,43,80,95,66,73,25,33,78,38,78,91,56,97,88,76,26,91,84,69,100,79,28,53,90,78,65,26,32
2023-04-01,80,56,49,82,51,80,38,64,49,32,39,94,82,87,28,88,83,71,89,26,73,79,90,67,11,35,21,61,7,92,44,81,95,65,68,24,33,69,34,76,85,57,86,87,76,26,92,76,73,96,75,0,53,90,75,65,23,41
2023-05-01,87,54,49,82,52,79,41,64,56,30,35,97,85,86,30,84,76,70,84,26,74,80,92,68,10,35,23,62,7,89,48,77,93,65,72,25,32,61,36,74,88,58,93,84,79,27,94,78,70,98,67,16,50,100,77,65,100,31
2023-06-01,80,49,38,66,50,64,35,58,53,32,36,86,86,91,28,79,69,70,73,26,70,86,95,68,11,33,21,63,7,93,41,81,87,80,76,22,31,61,38,81,90,57,90,77,81,28,93,74,73,92,65,0,50,93,69,65,20,31
2023-07-01,66,45,41,63,53,61,33,56,50,30,37,88,82,89,30,80,65,71,72,26,76,81,94,63,12,31,23,62,6,93,39,82,82,63,72,21,29,59,49,80,93,56,86,71,80,26,89,71,73,92,68,24,55,96,70,84,16,30
2023-08-01,70,47,40,57,58,61,37,55,48,26,39,85,79,93,30,83,71,73,75,26,76,83,91,64,11,32,21,56,6,93,34,82,81,64,71,21,29,56,44,81,92,55,86,71,77,25,93,74,68,93,64,24,53,92,70,81,18,28
2023-09-01,79,52,43,72,61,77,40,57,52,29,40,82,81,89,29,81,77,75,85,26,76,84,95,67,12,36,20,60,7,100,34,83,92,61,72,23,31,64,39,86,94,54,98,72,78,27,97,80,71,96,74,24,51,94,77,71,23,30
2023-10-01,100,52,46,74,61,79,41,59,59,29,39,85,81,92,28,87,78,75,89,25,78,83,90,69,12,37,19,57,7,90,39,79,91,60,73,23,33,61,36,80,93,54,100,73,78,27,95,78,68,88,79,23,51,90,67,68,20,31
2023-11-01,80,53,46,70,57,76,39,56,53,28,37,82,81,87,26,82,77,70,81,24,77,80,84,67,11,35,20,59,6,89,35,75,85,59,68,22,30,57,36,76,87,51,96,74,76,23,93,75,69,85,89,33,51,86,73,66,19,32
2023-12-01,67,48,45,64,56,72,35,52,49,26,39,80,83,92,27,75,67,76,68,26,74,85,90,66,12,32,20,63,7,89,34,81,88,60,71,22,30,60,35,81,100,55,90,70,79,26,90,72,73,88,91,0,53,90,76,83,21,31
2024-01-01,75,57,44,69,58,72,41,53,62,32,41,84,79,91,29,87,69,86,87,27,79,100,93,69,13,34,19,59,7,94,36,85,88,62,70,23,32,61,37,85,95,61,93,76,80,26,97,73,77,93,89,20,55,98,76,84,23,32
